EmployeeID,Department,JobRole,Age,YearsAtCompany,MonthlyIncome,OverTime,JobSatisfaction,PerformanceRating,TrainingHours,AbsenceDays,Attrition
EMP30772,HR,Specialist,27,8,5659.21,No,1,4,12,11,No
EMP30773,IT,Specialist,53,4,7312.7,No,3,2,17,0,No
EMP30774,Finance,Developer,53,10,8274.69,No,1,3,13,14,No
EMP30775,Finance,Analyst,50,11,2891.39,No,5,2,23,11,No
EMP30776,HR,Manager,29,9,5363.69,Yes,3,3,30,16,No
EMP30777,HR,Analyst,41,0,5351.87,No,3,1,53,7,Yes
EMP30778,Finance,Manager,47,3,4772.75,No,2,4,47,9,No
EMP30779,Operations,Developer,37,2,6888.26,No,4,3,44,13,No
EMP30780,Marketing,Analyst,27,15,5802.0,No,2,3,32,14,No
EMP30781,Marketing,Executive,53,4,8304.88,No,4,4,20,4,No
EMP30782,Sales,Developer,57,7,7067.07,Yes,5,2,21,12,No
EMP30783,Finance,Specialist,27,14,7463.72,No,2,2,12,20,No
EMP30784,Sales,Specialist,48,15,3617.92,No,4,3,42,1,No
EMP30785,HR,Executive,55,3,4207.54,No,2,4,48,6,No
EMP30786,Operations,Manager,42,13,4331.13,Yes,5,2,35,11,No
EMP30787,Finance,Manager,22,11,7401.34,No,5,1,37,19,No
EMP30788,Operations,Manager,47,9,3965.9,No,2,1,25,20,No
EMP30789,Marketing,Developer,57,2,4009.77,No,2,3,58,12,No
EMP30790,Marketing,Manager,31,11,3734.63,No,1,1,54,11,Yes
EMP30791,Operations,Specialist,26,9,9546.21,No,4,3,27,8,No
EMP30792,Operations,Specialist,30,7,5203.32,No,5,4,47,9,No
EMP30793,Operations,Developer,52,9,6211.5,No,1,3,24,15,No
EMP30794,IT,Manager,42,3,3705.74,No,5,1,11,11,No
EMP30795,IT,Manager,21,9,6855.55,No,4,3,21,11,No
EMP30796,HR,Specialist,43,2,2756.17,Yes,3,2,51,17,No
EMP30797,Operations,Analyst,52,4,3948.16,No,2,1,31,2,No
EMP30798,HR,Specialist,28,7,4319.61,No,4,1,53,20,No
EMP30799,Sales,Manager,43,2,5744.97,Yes,3,3,23,14,No
EMP30800,Operations,Executive,29,14,4227.04,No,5,3,30,12,No
EMP30801,Operations,Developer,21,14,7702.66,Yes,3,2,9,12,No
EMP30802,Finance,Analyst,36,7,6171.5,No,1,4,48,12,No
EMP30803,Marketing,Manager,51,9,4382.26,No,2,3,22,11,No
EMP30804,Operations,Specialist,47,4,6913.09,No,2,4,10,7,No
EMP30805,Marketing,Developer,24,3,4826.74,Yes,3,1,17,15,No
EMP30806,IT,Developer,28,15,4531.01,Yes,2,2,42,5,No
EMP30807,Sales,Executive,42,6,6760.39,Yes,5,1,50,13,No
EMP30808,HR,Specialist,33,15,2333.33,Yes,2,2,58,11,No
EMP30809,Operations,Analyst,33,1,6518.89,No,4,4,18,7,No
EMP30810,Marketing,Executive,38,1,4347.02,No,2,2,38,16,No
EMP30811,Sales,Specialist,50,7,4344.76,No,5,2,30,6,No
EMP30812,Marketing,Executive,43,12,8353.87,Yes,5,1,45,13,No
EMP30813,HR,Analyst,54,6,4619.85,Yes,4,2,42,5,No
EMP30814,Operations,Executive,24,13,6850.54,Yes,4,1,8,4,No
EMP30815,Operations,Developer,39,2,5835.53,Yes,4,1,13,12,No
EMP30816,Sales,Specialist,42,13,5991.15,No,3,1,38,20,No
EMP30817,HR,Manager,50,7,5040.85,Yes,3,3,34,6,No
EMP30818,Sales,Specialist,41,4,4962.59,No,1,3,54,2,No
EMP30819,HR,Specialist,56,10,7708.65,No,5,3,52,2,Yes
EMP30820,Operations,Specialist,53,12,6812.36,Yes,5,1,8,10,No
EMP30821,Operations,Executive,47,14,4667.15,Yes,3,4,37,16,No
EMP30822,Operations,Analyst,36,1,3847.85,No,5,3,27,14,No
EMP30823,Finance,Analyst,33,11,4539.96,No,3,3,32,4,No
EMP30824,Sales,Developer,41,5,6888.91,Yes,1,4,8,17,No
EMP30825,Finance,Specialist,39,8,7184.7,No,5,2,51,3,No
EMP30826,HR,Analyst,22,7,6249.08,No,3,3,14,11,No
EMP30827,Finance,Developer,29,12,2991.51,No,5,1,58,17,No
EMP30828,IT,Executive,53,6,6547.34,No,2,2,57,16,No
EMP30829,Operations,Manager,38,4,7372.03,No,3,2,50,14,No
EMP30830,Finance,Developer,58,7,5677.0,No,4,1,11,6,No
EMP30831,HR,Analyst,30,10,8386.37,No,1,3,27,16,No
EMP30832,Sales,Executive,58,13,3435.21,No,5,1,6,8,No
EMP30833,Sales,Manager,52,0,6443.88,No,4,4,39,7,No
EMP30834,HR,Developer,34,9,3886.33,No,1,1,53,11,No
EMP30835,Finance,Specialist,44,1,7004.48,Yes,4,1,34,12,No
EMP30836,Marketing,Developer,59,9,6335.96,No,5,2,6,4,No
EMP30837,Operations,Developer,45,9,8118.7,No,2,2,21,19,No
EMP30838,HR,Manager,57,13,6166.23,No,4,3,14,18,No
EMP30839,IT,Specialist,25,3,4810.66,Yes,4,3,29,5,No
EMP30840,IT,Specialist,27,12,4680.06,No,1,3,25,5,No
EMP30841,Sales,Specialist,21,11,5041.4,Yes,3,3,51,1,No
EMP30842,Sales,Specialist,33,10,4650.58,No,3,4,17,8,No
EMP30843,Marketing,Manager,51,10,7437.33,No,2,3,21,3,No
EMP30844,Sales,Specialist,58,8,7330.12,No,2,1,18,19,No
EMP30845,Marketing,Developer,42,1,3171.82,No,4,2,54,18,No
EMP30846,Finance,Developer,37,13,5474.21,Yes,4,3,21,17,No
EMP30847,Finance,Developer,57,6,5510.4,Yes,2,2,60,5,No
EMP30848,Marketing,Executive,43,1,4244.72,No,1,4,42,14,No
EMP30849,Operations,Specialist,41,9,6074.04,Yes,4,2,22,10,No
EMP30850,Sales,Analyst,24,15,7607.94,No,1,2,38,5,Yes
EMP30851,Marketing,Developer,29,11,6754.38,No,1,2,11,11,No
EMP30852,IT,Specialist,48,3,7437.27,Yes,2,3,55,3,No
EMP30853,Finance,Executive,48,13,4338.96,No,5,3,58,20,No
EMP30854,Finance,Analyst,40,13,5471.43,No,4,2,21,3,Yes
EMP30855,IT,Specialist,48,5,4268.2,No,2,1,14,6,Yes
EMP30856,Finance,Analyst,47,8,5775.81,No,3,1,28,4,No
EMP30857,Finance,Developer,23,13,5910.84,No,5,2,48,10,No
EMP30858,Marketing,Manager,53,2,6856.42,No,4,4,40,14,No
EMP30859,Marketing,Specialist,48,5,7386.9,Yes,4,4,7,20,No
EMP30860,HR,Manager,29,7,6450.13,Yes,1,3,5,8,No
EMP30861,Operations,Manager,29,0,4126.41,No,2,3,18,4,No
EMP30862,Operations,Executive,58,2,3388.41,No,1,3,47,0,No
EMP30863,Sales,Manager,30,9,6196.7,No,5,1,19,12,No
EMP30864,Operations,Manager,22,4,7667.45,No,2,2,55,20,No
EMP30865,Marketing,Developer,22,3,5379.48,No,3,4,21,1,No
EMP30866,Sales,Developer,29,4,3125.58,No,3,3,54,20,No
EMP30867,Operations,Developer,45,1,8543.8,Yes,3,1,56,5,No
EMP30868,Sales,Manager,38,10,6150.77,Yes,1,1,45,19,No
EMP30869,HR,Executive,49,4,5673.38,No,5,4,14,1,No
EMP30870,Operations,Analyst,30,10,3664.71,No,2,4,9,18,No
EMP30871,Marketing,Manager,29,13,5440.99,No,5,1,14,6,No
EMP30872,Operations,Specialist,36,7,6446.99,Yes,4,2,40,5,No
EMP30873,Operations,Developer,51,14,6171.2,No,4,4,43,4,No
EMP30874,IT,Specialist,40,3,4396.84,No,4,2,60,2,No
EMP30875,Operations,Specialist,50,15,5331.07,No,5,1,58,16,No
EMP30876,Finance,Executive,24,5,4492.66,Yes,2,2,22,1,No
EMP30877,Marketing,Executive,36,4,7912.91,No,2,2,26,9,No
EMP30878,Finance,Manager,38,15,6758.98,No,4,2,48,19,No
EMP30879,Sales,Analyst,23,7,4630.16,No,2,4,48,8,No
EMP30880,Finance,Specialist,33,11,3663.96,Yes,5,4,22,17,No
EMP30881,Operations,Manager,31,12,5833.39,No,1,3,6,14,No
EMP30882,Operations,Executive,38,7,4677.44,No,5,1,10,16,No
EMP30883,HR,Analyst,27,5,4789.21,No,2,2,51,19,No
EMP30884,IT,Analyst,31,7,3713.85,No,1,1,24,2,Yes
EMP30885,Marketing,Executive,58,6,3899.55,No,4,1,45,6,No
EMP30886,Operations,Analyst,26,6,5660.67,No,2,2,49,6,No
EMP30887,Marketing,Manager,52,3,5016.35,No,2,1,55,1,No
EMP30888,Operations,Specialist,42,14,9161.44,No,3,3,32,2,No
EMP30889,Operations,Developer,24,9,6308.05,No,3,2,40,2,No
EMP30890,HR,Executive,36,12,3689.12,No,1,3,15,19,No
EMP30891,Operations,Manager,41,10,3113.21,Yes,1,3,57,18,No
EMP30892,HR,Developer,31,5,6013.92,No,3,4,54,12,No
EMP30893,Operations,Analyst,31,5,4821.37,No,2,2,26,17,No
EMP30894,Sales,Manager,48,15,7413.88,Yes,3,1,25,7,No
EMP30895,IT,Specialist,22,0,5839.46,No,4,4,46,9,No
EMP30896,IT,Executive,57,4,2442.89,Yes,4,2,28,18,No
EMP30897,HR,Manager,33,11,3887.53,No,1,4,45,3,No
EMP30898,Operations,Developer,35,8,4403.74,No,5,4,10,3,No
EMP30899,Sales,Developer,25,9,6079.72,No,4,4,20,11,No
EMP30900,Operations,Specialist,55,0,3837.54,No,1,3,48,5,No
EMP30901,Operations,Analyst,29,3,5645.89,Yes,4,3,56,14,Yes
EMP30902,Operations,Manager,52,9,3412.44,No,5,2,6,13,Yes
EMP30903,Finance,Specialist,33,5,5425.94,No,3,2,48,6,No
EMP30904,Sales,Specialist,22,7,5971.71,Yes,5,4,8,2,No
EMP30905,Finance,Specialist,36,15,7608.93,Yes,5,3,53,1,No
EMP30906,IT,Developer,41,10,5785.03,No,5,1,19,9,No
EMP30907,IT,Analyst,39,10,4191.56,No,5,2,25,6,No
EMP30908,Marketing,Analyst,59,3,7656.17,Yes,1,4,45,0,No
EMP30909,Finance,Developer,41,9,5141.9,Yes,1,1,52,14,Yes
EMP30910,Marketing,Analyst,51,15,6577.02,No,4,2,28,20,No
EMP30911,HR,Developer,35,10,4497.32,No,4,4,22,20,No
EMP30912,HR,Manager,26,12,5552.83,No,3,2,59,2,No
EMP30913,Marketing,Manager,40,15,4214.76,No,2,3,59,3,No
EMP30914,Finance,Analyst,42,14,5900.06,No,5,4,34,9,No
EMP30915,Marketing,Developer,37,5,6622.41,Yes,3,2,6,19,No
EMP30916,Sales,Manager,50,4,4674.47,No,4,4,59,12,No
EMP30917,Finance,Analyst,58,4,4590.15,No,4,2,39,9,No
EMP30918,Operations,Analyst,24,12,5951.89,No,5,2,35,19,No
EMP30919,Operations,Manager,23,6,4179.14,No,4,1,11,13,No
EMP30920,Operations,Developer,31,13,3139.75,No,4,2,60,20,No
EMP30921,Sales,Specialist,43,12,5946.46,No,5,3,45,18,No
EMP30922,Finance,Analyst,22,10,5255.12,Yes,1,1,17,20,No
EMP30923,Sales,Executive,28,1,5223.38,Yes,4,2,25,11,No
EMP30924,Operations,Specialist,36,11,6198.27,No,3,3,24,7,No
EMP30925,Finance,Executive,35,3,6407.79,No,4,4,53,1,No
EMP30926,IT,Specialist,54,8,5175.16,Yes,2,3,31,15,No
EMP30927,Operations,Executive,42,3,3732.66,No,3,3,53,5,No
EMP30928,Operations,Analyst,55,0,4458.79,No,2,3,43,0,No
EMP30929,Sales,Specialist,50,10,6294.11,No,1,2,25,16,No
EMP30930,Sales,Executive,37,7,5621.27,No,3,2,27,8,No
EMP30931,IT,Executive,59,10,4592.03,Yes,1,3,50,11,No
EMP30932,Sales,Developer,53,7,4240.09,No,1,1,32,16,No
EMP30933,Finance,Executive,40,5,6343.4,No,3,4,43,6,No
EMP30934,Marketing,Executive,54,0,5084.19,No,5,2,11,17,No
EMP30935,Sales,Developer,31,4,6545.74,No,4,4,28,12,No
EMP30936,Finance,Specialist,29,14,6735.67,Yes,1,1,37,11,No
EMP30937,HR,Developer,51,12,4947.41,Yes,1,2,24,5,No
EMP30938,Marketing,Specialist,51,7,6841.14,Yes,3,2,52,16,No
EMP30939,HR,Manager,29,0,5624.28,No,3,2,16,5,No
EMP30940,Operations,Developer,50,15,5818.3,No,1,3,52,13,No
EMP30941,Marketing,Specialist,40,11,2333.33,No,2,3,8,17,No
EMP30942,Sales,Manager,42,0,3960.28,No,1,4,28,2,No
EMP30943,IT,Executive,54,3,4041.63,Yes,3,4,33,8,No
EMP30944,IT,Analyst,27,2,4938.68,No,4,1,19,14,No
EMP30945,IT,Developer,36,14,5588.19,No,2,4,35,5,No
EMP30946,Finance,Specialist,32,15,5649.54,Yes,3,2,55,0,No
EMP30947,Sales,Developer,42,6,5845.29,No,2,2,29,8,No
EMP30948,HR,Manager,27,2,4389.25,No,5,1,35,10,No
EMP30949,Sales,Analyst,25,10,6453.71,No,1,3,58,19,No
EMP30950,Finance,Developer,48,4,8130.6,Yes,3,4,56,16,No
EMP30951,Operations,Specialist,23,1,4886.68,No,2,2,5,3,No
EMP30952,HR,Analyst,37,4,4421.16,No,3,4,45,5,No
EMP30953,HR,Manager,59,4,4388.67,No,3,1,52,3,No
EMP30954,HR,Manager,59,0,5544.87,Yes,4,4,57,19,No
EMP30955,IT,Analyst,27,11,4628.02,Yes,5,2,49,7,No
EMP30956,HR,Manager,57,5,2821.17,No,3,2,9,18,No
EMP30957,Marketing,Executive,34,8,3231.54,No,2,1,47,1,No
EMP30958,Sales,Manager,28,8,6946.95,Yes,3,4,52,11,No
EMP30959,Operations,Executive,40,12,7339.36,No,3,3,34,1,No
EMP30960,Sales,Manager,40,12,7816.5,Yes,5,4,6,11,No
EMP30961,Sales,Specialist,35,9,5756.12,No,3,2,15,0,No
EMP30962,IT,Executive,37,13,3930.31,No,5,1,20,3,No
EMP30963,IT,Analyst,24,9,4759.64,No,4,3,53,3,No
EMP30964,IT,Developer,31,0,3179.59,No,3,1,12,14,No
EMP30965,Marketing,Specialist,28,13,3121.83,No,2,3,46,13,No
EMP30966,Marketing,Specialist,57,12,5799.56,No,2,1,15,11,Yes
EMP30967,Operations,Executive,40,6,6225.18,Yes,1,1,51,4,No
EMP30968,Sales,Analyst,42,6,8354.23,No,3,3,5,5,No
EMP30969,Marketing,Specialist,38,14,5292.03,No,5,3,18,7,No
EMP30970,Marketing,Manager,55,6,3379.91,No,1,1,10,20,No
EMP30971,Sales,Specialist,52,5,5233.79,No,5,1,36,14,No
EMP30972,HR,Executive,47,11,4992.98,Yes,5,4,48,0,Yes
EMP30973,Operations,Executive,33,5,4679.82,Yes,3,1,28,0,No
EMP30974,Sales,Analyst,33,6,5932.29,No,2,1,34,7,No
EMP30975,Sales,Executive,57,12,3594.96,No,3,4,40,4,No
EMP30976,Finance,Specialist,57,3,5612.75,No,5,3,30,8,No
EMP30977,HR,Specialist,32,0,6394.01,Yes,1,1,47,20,No
EMP30978,HR,Analyst,34,5,7546.27,Yes,3,4,20,4,No
EMP30979,Operations,Executive,33,2,5882.23,No,1,2,14,12,No
EMP30980,Finance,Executive,51,5,6981.35,Yes,4,3,15,10,No
EMP30981,Operations,Analyst,58,1,4750.82,No,1,3,14,13,No
EMP30982,Sales,Developer,55,9,4960.23,No,2,2,7,11,Yes
EMP30983,Sales,Specialist,53,8,7438.44,No,4,2,7,10,No
EMP30984,IT,Manager,34,4,3359.29,No,4,3,7,5,No
EMP30985,IT,Specialist,33,10,4811.96,Yes,2,2,13,20,No
EMP30986,IT,Specialist,55,2,7109.34,No,3,1,40,5,No
EMP30987,Operations,Developer,36,0,5100.0,No,1,3,18,3,No
EMP30988,Sales,Executive,29,7,4988.26,No,3,3,37,2,No
EMP30989,Sales,Specialist,53,2,5018.67,No,1,3,9,1,No
EMP30990,IT,Specialist,39,13,5592.39,No,5,3,49,7,No
EMP30991,IT,Manager,24,4,7045.79,Yes,1,3,24,17,No
EMP30992,IT,Manager,55,6,6803.01,No,4,4,29,3,No
EMP30993,IT,Developer,32,4,5433.85,No,3,4,42,0,No
EMP30994,Finance,Manager,33,6,7055.25,No,2,4,60,11,No
EMP30995,Sales,Analyst,41,1,5929.36,Yes,3,1,49,11,No
EMP30996,Sales,Developer,31,14,6705.35,Yes,1,1,27,11,No
EMP30997,Marketing,Developer,53,2,3874.11,Yes,3,2,24,0,Yes
EMP30998,Sales,Executive,47,6,8024.5,No,4,3,23,4,No
EMP30999,Sales,Developer,43,13,5746.99,No,3,1,9,7,Yes
